recipe_name,url,total_time,servings,ingredients,directions,img_src
NYE Grape Fizz,https://tasty.co/recipe/nye-grape-fizz,,,"6 red grapes | 1 teaspoon granulated sugar | 2 fl oz vodka | 1 fl oz elderflower liqueur | ½ fl oz fresh lemon juice | 1 teaspoon edible gold glitter, plus more for garnish | ice | 3 fl oz club soda","In a cocktail shaker, add the grapes and sugar. Muddle well until the grapes are crushed and release their juices. | To the shaker, add the vodka, elderflower liqueur, lemon juice, edible glitter, and ice. | Mix for 10–15 seconds to combine the flavors. | Strain the mixture into a glass. | Top the drink with more edible glitter and the club soda, and give it a gentle stir. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Citron Tea (Yuja-Cha Inspired),https://tasty.co/recipe/citron-tea-yuja-cha-inspired,,,"2–3 Meyer lemons or yuja (citron fruit), thoroughly washed to remove any wax | 1 cup honey or raw sugar, adjusted to taste | A clean glass jar with a tight-fitting lid","Thinly slice the Meyer lemons or yuja (citron fruit), including the peel, and remove the seeds. | Layer the lemon or yuja slices and honey or sugar in a clean glass jar, starting with a layer of fruit and finishing with a layer of honey on top to completely cover the fruit. | Seal the jar tightly, and allow it to sit at room temperature for 1–3 days, allowing the ingredients to meld into a syrupy consistency. | Store the syrup in the refrigerator after the resting period. | To serve, stir 2 tablespoons of the syrup into a cup of hot water, adjusting the quantity to your taste preference. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
One-Pot Garlic-Parmesan Chicken Pasta,https://tasty.co/recipe/one-pot-garlic-parmesan-chicken-pasta,,,"2 tablespoons avocado oil | 1 lb boneless, skinless chicken breast, cubed | 2 teaspoons lemon garlic seasoning | 1 teaspoon paprika | ½ teaspoon dried Italian seasoning | kosher salt, to taste | freshly ground black pepper, to taste | 4 garlic cloves, minced | 1 lb dried rigatoni pasta | 4 cups chicken stock | 1 cup heavy cream | 8 oz cream cheese, room temperature | 1 cup shredded parmesan cheese, plus more for garnish | 1 lemon, juiced | Chopped fresh parsley, for garnish","Heat the avocado oil in a large, deep skillet over medium-high heat. | Sprinkle the chicken evenly with the lemon-garlic seasoning, paprika, Italian seasoning, and salt and pepper to taste. Add the chicken to the skillet, and cook, stirring occasionally, until browned on all sides, 4-5 minutes. Add the garlic, and cook, stirring constantly, until fragrant, about 30 seconds. | Stir in the rigatoni, chicken stock, heavy cream, and cream cheese. Bring the mixture to a boil. Cover and reduce the heat to medium-low. Simmer, stirring occasionally, for 10-12 minutes, until the pasta is al dente. | Stir in the Parmesan cheese and lemon juice, mixing until smooth and creamy. Season with salt and pepper to taste. | Top with parsley and more Parmesan before serving. | Enjoy! | Love this recipe? Download the Tasty app to save it and discover others like it.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/miso-butter-spatchcock-chicken,,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/512815.jpg?resize=300:*&output-format=jpg&output-quality=auto
French Ravioli,https://tasty.co/recipe/french-ravioli,,,"1 cup all-purpose flour, plus ½ cup for dusting | 2 large eggs | kosher salt, for boiling water | 4 tablespoons unsalted butter | 1 fresh rosemary sprig | ⅔ cup comté cheese, cubed | ¼ cup crème fraîche | 4 tablespoons unsalted butter | 4 fresh sage leaves | 1 cup white wine | black pepper | grated parmesan cheese","Make the dough: Mix the flour and eggs in a medium bowl. Use a fork to mix vigorously until the dough forms a shaggy ball. | Flour your countertop. Add the shaggy dough, then use your hands to knead until a smooth ball forms, 3–4 minutes. | Lightly flour the dough, and wrap it with plastic wrap. Let rest on your counter for about 30 minutes while you make the filling. | Make the filling: Melt the butter in a small skillet over medium heat, and add the rosemary sprig. Continue to baste until your butter browns, then remove the pan from the heat. Let cool for about 5 minutes. | Add the cheese, crème fraîche, and browned butter to a blender. Blend until smooth. Add the cheese mixture to a piping bag, and let rest in the fridge for 10 minutes. | Now you can roll out your pasta. Flour your counter, and divide your dough into 2 equal portions. | Roll each portion with a floured rolling pin, trying to maintain a uniform rectangular shape about 8x4 inches. | Once the dough is rolled thinly, cut each dough rectangle crosswise into thirds. You should have 6 sheets total. | Now, fill the pasta. Brush a little water on 1 of the dough sheets, and pipe out the cheese mixture into ½-tablespoon dots, about 4 columns and 5 rows. | Lay another dough sheet on top. Using a chopstick, press down to shape the rows and columns in the dough. | Once it is all pressed to your liking, use a bench scraper or ravioli cutter to trim the sides. Repeat the process with remaining dough sheets. | Heavily season a pan of boiling water with salt. Working in batches, cook each ravioli sheet for 3–5 minutes, until the sheet begins to float. | While the ravioli is cooking, make the sauce: Brown the butter with the sage in a small skillet over medium heat. Add the wine, and cook for about 6 minutes, or until the sauce has thickened, then add each cooked ravioli sheet. | Top with a generous amount of black pepper and grated cheese. | Enjoy! | Your favorite recipes are just a click away. Download the Tasty app to save and organize your favorites.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/512773.jpg?resize=300:*&output-format=jpg&output-quality=auto
3-Layer Pistachio Affogato,https://tasty.co/recipe/3-layer-pistachio-affogato,,,"½ tablespoon chocolate nut spread | 2 scoops pistachio gelato or ice creams | ½ tablespoon shelled pistachios, chopped, plus more for garnish | 1 shot of brewed espresso, hot","Using a spoon, spread the chocolate spread in the bottom of a chilled dessert bowl. | Top with the pistachio gelato. Using a spoon, smooth the gelato over the top. | Add the chopped pistachios around the top of the ice cream. Spoon out a small hole in the middle. | Pour hot espresso in the middle until it reaches the top. Garnish with more chopped pistachios if desired. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/512524.jpg?resize=300:*&output-format=jpg&output-quality=auto
Sweet And Spiced Lamb Leg,https://tasty.co/recipe/sweet-and-spiced-lamb-leg,,,"1 lamb leg (3½ pounds) | 2 teaspoons kosher salt, divided, plus more to taste | freshly ground black pepper, to taste | 3 tablespoons olive oil | 8 garlic cloves | 1 1½-inch piece of ginger, peeled | 4 large tomatoes, chopped | 2 medium yellow onions, chopped | 2 jalapeñoes, deseeded (optional for less heat) | 1 bunch fresh cilantro (leaves and stalks separated) | 1 tablespoon ground cumin | 1 tablespoon ground cinnamon | 1.5 teaspoons ground allspice | 4 cups water | ½ cup orange juice | ½ cup packed light brown sugar | 3 tablespoons soy sauce","Preheat your oven to 330°F (165°C). | Pat the lamb leg dry with paper towels. Sprinkle generously with ½ teaspoon of the salt and the black pepper to taste. | Heat the olive oil in a large oven-safe saucepan or Dutch oven over medium-high heat. Sear the lamb on all sides in hot oil until golden brown, about 10 minutes, turning every few minutes. Set the lamb aside on a plate. No need to clean the pan — use the same pan for the next step. | In a food processor, combine the garlic, ginger, tomatoes, onion, jalapeños, and cilantro stalks. Pulse a few times until the mixture is chopped but not fully puréed. | Add the blended mixture to the same saucepan. Cook over medium heat, stirring occasionally, for about 10 minutes, or until fragrant and slightly golden. Stir in the cumin, cinnamon, and allspice, cooking for an additional 30 seconds. | Return the lamb to the saucepan. Add the water, orange juice, brown sugar, remaining 1½ teaspoons salt, and black pepper to taste. Stir everything together. Bring it to a boil over medium-high heat, then cover the pan tightly, and transfer it to the oven. | Cook the lamb for 3 hours, basting occasionally with the juices from the pan. | Uncover the pan, baste the lamb again, and return it to the oven for another 30 minutes. | Remove the lamb from the oven, and let it rest for a few minutes. Slice or shred the lamb, and serve with the thickened sauce drizzled on top. | Enjoy! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/512530.jpg?resize=300:*&output-format=jpg&output-quality=auto
Eggnog Cocktail,https://tasty.co/recipe/eggnog-cocktail,,,"6 large eggs | ½ cup sugar | 2 cups whole milk | 1 cinnamon stick | ¼ teaspoon kosher salt | ½ cup heavy cream | 1 teaspoon vanilla extract | 1 cup whiskey | whipped cream, for garnish | freshly grated nutmeg, for garnish","In a large bowl, whisk the eggs and sugar together until thoroughly combined. | In a small pot over low heat, combine the milk, cinnamon stick, and salt. Bring the mixture to a gentle simmer, stirring occasionally. Continue simmering until the milk is warmed through and infused with the cinnamon's aroma, 5-7 minutes. | Remove the cinnamon stick, and slowly temper the hot milk into the egg mixture by adding a small amount at a time, whisking constantly to avoid scrambling the eggs. | Pour the tempered egg mixture back into the pot. Heat over low while stirring constantly. Continue cooking until the mixture reaches 165°F (74°C) and thickens slightly, 3-5 minutes. | Remove the pot from heat, and whisk in the heavy cream and vanilla extract. Taste the mixture, and adjust for sweetness if necessary. Let the mixture cool completely, about 4 hours but preferably overnight, in the fridge. | Once the eggnog is fully cooled, stir in the whiskey. | Pour the eggnog into glasses, top each with a dollop of whipped cream, and garnish with freshly grated nutmeg. Serve chilled. | Enjoy! | Love this recipe? Download the Tasty app to save it and discover others like it.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/509852.jpg?resize=300:*&output-format=jpg&output-quality=auto
Pot Roast Shepherd’s Pie,https://tasty.co/recipe/pot-roast-shepherds-pie,,,"3 lb beef chuck roast | 2 teaspoons kosher salt, plus more to taste | 2 teaspoons black pepper | 2 teaspoons garlic powder | 2 tablespoons olive oil | 1 yellow onion, sliced | 5 garlic cloves, smashed | 3 celery stalks, chopped | 1 tablespoon tomato paste | 2 cups beef broth | 1 cup red wine | 4 teaspoons worcestershire sauce | 1 tablespoon beef bouillon | 4 medium carrots, chopped | 3 fresh thyme sprigs, plus thyme leaves for garnish | 3 fresh rosemary sprigs | 2 bay leaves | 5 medium Yukon gold potatoes, peeled and cut into 1½-inch pieces | 1 cup whole milk | ½ cup unsalted butter, room temperature | ½ cup shredded mozzarella cheese","Preheat the oven to 375°F (190°C). | Heat a large Dutch oven over medium heat. Pat the chuck roast dry with paper towels, then sprinkle all over with the salt, pepper, and garlic powder. | Add the olive oil to the hot Dutch oven, and carefully add the chuck roast. Sear until browned on all sides, then remove the beef. | To the same pot, add the onion, garlic cloves, and celery. Cook, stirring occasionally, until fragrant, about 2 minutes. | Add the tomato paste, and cook for 2 minutes, stirring constantly. Add the beef broth, red wine, Worcestershire, bouillon, carrots, thyme sprigs, rosemary, and bay leaves. | Place the chuck roast back in the pot, and cover. Place in the preheated oven, and roast until the meat is tender 2½-3 hours. | While the beef is in the oven, prepare the potatoes. Boil in a large pot of water until tender, about 15 minutes. Drain the potatoes, then add the milk, butter, and salt to taste. Mash until smooth and creamy. | After 2½-3 hours, the chuck roast should be tender. Reduce the sauce if it's not thick enough by removing the beef and simmering on low until the sauce can coat the back of a spoon. | Add the beef to a baking dish. Top evenly with mashed potatoes and mozzarella cheese. Bake at 375°F until golden, for about 20 minutes. | Garnish with thyme leaves, and enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/511995.jpg?resize=300:*&output-format=jpg&output-quality=auto
Eggnog Gingerbread Tiramisu Mugs,https://tasty.co/recipe/eggnog-gingerbread-tiramisu-mugs,,,"2 cups heavy cream, divided | 3 large egg yolks | 1 cup plus 8 tablespoons powdered sugar, divided | 2.5 cups mascarpone cheese | ½ cup eggnog, divided | ½ teaspoon ground cinnamon | ¼ teaspoon ground nutmeg | 12 gingerbread cookies | ½ cup brewed espresso (1-2 teaspoons instant espresso powder + ½ cup hot water), cooled | cocoa powder, for dusting | Mini gingerbread cookie, for serving","In a large bowl, whip 1 cup of the heavy cream until soft peaks form, 3-4 minutes. Set aside. | In another large bowl, beat the egg yolks and 1 cup plus 5 tablespoons of the powdered sugar for 3-4 minutes, until light and creamy. Add the mascarpone, ¼ cup of the eggnog, and the cinnamon and nutmeg. Beat until smooth. Gently fold in the whipped cream. Set aside. | Combine the brewed espresso and remaining ¼ cup eggnog in a small bowl. | Spoon or pipe a layer of the mascarpone cream mixture into the bottom of each of 4 mugs. Quickly dip the gingerbread cookies in the espresso mixture, then layer them over the cream. Top with another layer of cream, and repeat until mugs are filled, ending with a layer of cream. | Whip the remaining 1 cup heavy cream with the remaining 3 tablespoons powdered sugar until soft peaks form. Pipe or spoon over the tiramisu layers, then cover and chill for at least 4 hours, or until firm and set, with layers that hold their shape when scooped or cut into. | Dust with cocoa powder, and garnish with mini gingerbread cookies. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/511847.jpg?resize=300:*&output-format=jpg&output-quality=auto
